definition,negative_quantile,threshold,minimum_component_area_um2,minimum_component_pixels,raw_components,retained_components,pixel_fraction,median_component_area_um2,all_cell_median_distance_um,tumour_cell_median_distance_um,h5_cd31_positive_within_3_4um,h5_cd31_negative_within_3_4um,target,target_positive_tumour_cells,target_median_distance_um,target_q90_distance_um,target_within_25um,target_within_50um,target_within_100um
inclusive_fpr_1pct,0.99,106.44444274902344,25.0,3,32225,16906,0.06518917512360135,115.6,15.20526224699857,14.424978336205568,0.5177059639994477,0.04453762293207288,PD-L1,15592,19.233304448274094,91.23157348199142,0.6136480246280144,0.8070164186762442,0.9093124679322729
inclusive_fpr_1pct,0.99,106.44444274902344,25.0,3,32225,16906,0.06518917512360135,115.6,15.20526224699857,14.424978336205568,0.5177059639994477,0.04453762293207288,VISTA,147547,13.6,49.504747247107524,0.7485072553152555,0.900201291791768,0.9640453550394111
balanced_fpr_0_5pct,0.995,108.77777862548828,25.0,3,30509,15763,0.05100876051695724,104.03999999999999,17.336666346215466,17.0,0.4414682179217929,0.032004269268887706,PD-L1,15592,21.770622407271684,102.05665093466472,0.5625320677270395,0.7823242688558235,0.8976398152898922
balanced_fpr_0_5pct,0.995,108.77777862548828,25.0,3,30509,15763,0.05100876051695724,104.03999999999999,17.336666346215466,17.0,0.4414682179217929,0.032004269268887706,VISTA,147547,14.424978336205568,54.928681032771934,0.7086623245474324,0.8847214785797068,0.9589351189790372
strict_fpr_0_1pct,0.999,114.77777862548828,25.0,3,25658,12349,0.026507242605603262,80.91999999999999,26.55484889808262,24.041630560342615,0.2774309819851899,0.013335366318517955,PD-L1,15592,30.41052449399714,143.4461571461571,0.431118522319138,0.7104284248332479,0.8659569009748589
strict_fpr_0_1pct,0.999,114.77777862548828,25.0,3,25658,12349,0.026507242605603262,80.91999999999999,26.55484889808262,24.041630560342615,0.2774309819851899,0.013335366318517955,VISTA,147547,20.681392603013943,72.12489168102785,0.5839969636793699,0.8230936582919341,0.9394633574386466
