feature_index,feature_id,feature_name,feature_type,total_signal,mean_signal_per_cell,positive_cells,positive_fraction
504,DeprecatedCodeword_0488,DeprecatedCodeword_0488,Deprecated Codeword,20.0,4.296141635197429e-05,20,4.296141635197429e-05
505,DeprecatedCodeword_0489,DeprecatedCodeword_0489,Deprecated Codeword,62.0,0.0001331803906911203,62,0.0001331803906911203
506,DeprecatedCodeword_0490,DeprecatedCodeword_0490,Deprecated Codeword,115.0,0.0002470281440238522,115,0.0002470281440238522
507,DeprecatedCodeword_0491,DeprecatedCodeword_0491,Deprecated Codeword,62.0,0.0001331803906911203,62,0.0001331803906911203
508,DeprecatedCodeword_0492,DeprecatedCodeword_0492,Deprecated Codeword,21.0,4.5109487169573004e-05,21,4.5109487169573004e-05
509,DeprecatedCodeword_0493,DeprecatedCodeword_0493,Deprecated Codeword,73.0,0.00015680916968470617,73,0.00015680916968470617
510,DeprecatedCodeword_0494,DeprecatedCodeword_0494,Deprecated Codeword,140.0,0.00030072991446382006,139,0.0002985818436462213
511,DeprecatedCodeword_0495,DeprecatedCodeword_0495,Deprecated Codeword,149.0,0.00032006255182220845,149,0.00032006255182220845
512,DeprecatedCodeword_0496,DeprecatedCodeword_0496,Deprecated Codeword,39.0,8.377476188634987e-05,39,8.377476188634987e-05
513,DeprecatedCodeword_0497,DeprecatedCodeword_0497,Deprecated Codeword,69.0,0.00014821688641431131,69,0.00014821688641431131
514,DeprecatedCodeword_0498,DeprecatedCodeword_0498,Deprecated Codeword,24.0,5.155369962236915e-05,24,5.155369962236915e-05
515,DeprecatedCodeword_0499,DeprecatedCodeword_0499,Deprecated Codeword,44.0,9.451511597434344e-05,43,9.236704515674472e-05
516,TXP000019,PD-1,Protein Expression,3341176.0,7.177082662061203,74490,0.16000979520292824
517,TXP000023,VISTA,Protein Expression,10222893.0,21.959498124734175,249918,0.5368415625926356
518,TXP000029,PD-L1,Protein Expression,274645.0,0.589956909699399,19988,0.04293563950216311
519,TXP000016,LAG-3,Protein Expression,9329946.0,20.041384732371856,105585,0.2268040572761603
520,TXP000044,CD16,Protein Expression,12408019.0,26.653303518110384,183993,0.3952299939424403
521,TXP000013,GranzymeB,Protein Expression,263130.0,0.5652218742347498,8997,0.019326193145935634
522,TXP000034,CD163,Protein Expression,11383030.0,24.451554558850695,169333,0.36373927575644316
523,TXP000007,CD4,Protein Expression,3575852.0,7.681183329251999,86313,0.18540643647939786
524,TXP000004,CD20,Protein Expression,9387914.0,20.16590410152642,49833,0.10704481305339675
525,TXP000011,CD8A,Protein Expression,32482022.0,69.77368355479943,187679,0.40314778297610915
526,TXP000005,CD3E,Protein Expression,65243985.0,140.14870020234827,283247,0.6084346148723832
527,TXP000003,CD138,Protein Expression,1121689.0,2.409467407321485,18745,0.040265587475887904
528,TXP000015,HLA-DR,Protein Expression,54901323.0,117.93192978386111,356781,0.766390854373687
529,TXP000002,CD11c,Protein Expression,1363267.0,2.928394059295347,53420,0.11474994307612334
530,TXP000010,CD68,Protein Expression,55159412.0,118.48632323310434,243749,0.5235901137188691
531,TXP000008,CD45RA,Protein Expression,18043034.0,38.7577147963414,102325,0.21980134641078847
532,TXP000018,PCNA,Protein Expression,18526385.0,39.79598697409856,355931,0.764564994178728
533,TXP000009,CD45RO,Protein Expression,6044586.0,12.984198791065744,168580,0.3621217784307913
534,TXP000030,Ki-67,Protein Expression,1115862.0,2.396950598667337,32426,0.06965334433145592
535,TXP000035,Beta-catenin,Protein Expression,1208888.0,2.596777034545275,66397,0.14262545807610186
536,TXP000006,CD31,Protein Expression,11840851.0,25.434986488634557,164789,0.3539784419612746
537,TXP000021,PTEN,Protein Expression,67504264.0,145.00393956187946,464887,0.9986101981810136
538,TXP000017,PanCK,Protein Expression,3253828.0,6.989452972285591,42161,0.0905648137407794
539,TXP000022,Vimentin,Protein Expression,106934791.0,229.70350393311767,455342,0.9781068622270339
540,TXP000001,alphaSMA,Protein Expression,10177442.0,21.861866158003497,238686,0.5127144311693668
541,TXP000024,CD45,Protein Expression,93847688.0,201.59147989190907,445864,0.9577474470178333
542,TXP000025,E-Cadherin,Protein Expression,15690216.0,33.70369511142043,409018,0.8785996296725911
